ngram,log_odds,count_top,count_bot
2023 solid,8.791889646165139,5,0
6 blocks,8.791889646165139,5,0
multiple spots,8.791889646165139,5,0
reaches,8.791889646165139,5,0
20 lbs,8.791889646165139,5,0
114 107,8.791889646165139,5,0
6 free,8.791889646165139,5,0
uses size,8.791889646165139,5,0
look easy,8.791889646165139,5,0
perimeter oriented,8.791889646165139,5,0
md,8.791889646165139,5,0
outside game,8.791889646165139,5,0
imagine,8.791889646165139,5,0
much less,8.791889646165139,5,0
top prospects,8.791889646165139,5,0
pergame 31,8.791889646165139,5,0
enamored,8.791889646165139,5,0
deny,8.791889646165139,5,0
133,8.791889646165139,5,0
nibc 2022,8.791889646165139,5,0
likely need,8.791889646165139,5,0
within close,8.791889646165139,5,0
1 41,8.791889646165139,5,0
24 season,8.791889646165139,5,0
sr season,8.791889646165139,5,0
substantial,8.791889646165139,5,0
23 5,8.791889646165139,5,0
163,8.791889646165139,5,0
class turn,8.791889646165139,5,0
scored 13,8.791889646165139,5,0
ua next,8.791889646165139,5,0
freshman played,8.791889646165139,5,0
school sophomore,8.791889646165139,5,0
handles contact,8.791889646165139,5,0
usa basketball,8.791889646165139,5,0
turnovers averaged,8.791889646165139,5,0
earned mvp,8.791889646165139,5,0
still must,8.791889646165139,5,0
long stretches,8.791889646165139,5,0
lacks explosiveness,8.791889646165139,5,0
253,8.791889646165139,5,0
adidas,3.9621760678422024,53,3
moving forward,3.716823815462016,15,1
mobile,3.510497307725327,13,1
school class,3.395100750439724,12,1
tomes 9,3.395100750439724,12,1
adidas nations,3.276287726394216,22,2
nations,3.276287726394216,22,2
2010 11,3.269667322120654,11,1
jam,3.269667322120654,11,1
pf 2009,3.269667322120654,11,1
1 3pt,3.269667322120654,11,1
pps 2009,3.269667322120654,11,1
128,3.269667322120654,11,1
wasserman,3.269667322120654,11,1
3pta,3.132283081310108,10,1
eybl,3.1290049882643967,168,17
nike eybl,3.043066702734487,149,16
usa junior,2.980428372301116,9,1
ground quickly,2.980428372301116,9,1
possesses great,2.980428372301116,9,1
much room,2.980428372301116,9,1
3pt attempts,2.9044529874513465,17,2
spins,2.810691763005382,8,1
2018 good,2.810691763005382,8,1
rated,2.810691763005382,8,1
mini camp,2.810691763005382,8,1
regularly,2.810691763005382,8,1
rangy,2.810691763005382,8,1
rose,2.810691763005382,8,1
find teammates,2.810691763005382,8,1
240,2.810691763005382,8,1
still learning,2.810691763005382,8,1
readiness,2.810691763005382,8,1
international,2.810691763005382,8,1
419,2.810691763005382,8,1
shots well,2.810691763005382,8,1
team mini,2.810691763005382,8,1
2 blocks,2.810691763005382,8,1
10 season,2.810691763005382,8,1
250,2.810691763005382,8,1
innate,2.810691763005382,8,1
guard good,2.723970330192289,15,2
nbpa top,2.6905411049980703,73,10
nbpa,2.6905411049980703,73,10
highest level,2.6182922188120195,7,1
ian,2.6182922188120195,7,1
remarkable,2.6182922188120195,7,1
mentioned,2.6182922188120195,7,1
defensive side,2.6182922188120195,7,1
desautelle,2.6182922188120195,7,1
entry passes,2.6182922188120195,7,1
106,2.6182922188120195,7,1
aran 1,2.6182922188120195,7,1
gains experience,2.6182922188120195,7,1
garbage,2.6182922188120195,7,1
imposing,2.6182922188120195,7,1
fadeaway,2.6182922188120195,7,1
excellent job,2.6182922188120195,7,1
tomes 7,2.5176438224556,13,2
u17,2.4822706094898983,19,3
top 100,2.4667327386468667,75,12
done,2.464235591332521,25,4
stage,2.404298511900331,18,3
u17 world,2.404298511900331,18,3
hype,2.402247265169997,12,2
activity,2.402247265169997,12,2
119,2.402247265169997,12,2
9 3pt,2.3962310198129337,6,1
19 points,2.3962310198129337,6,1
12 3,2.3962310198129337,6,1
9 turnovers,2.3962310198129337,6,1
sloppy,2.3962310198129337,6,1
grind,2.3962310198129337,6,1
every possession,2.3962310198129337,6,1
averaged 11,2.3962310198129337,6,1
angle,2.3962310198129337,6,1
2 rpg,2.3962310198129337,6,1
feet good,2.3962310198129337,6,1
apparently,2.3962310198129337,6,1
2022 mcdonald,2.3962310198129337,6,1
2008 borko,2.3962310198129337,6,1
stoudemire,2.3962310198129337,6,1
1 ft,2.3962310198129337,6,1
9 blocks,2.3962310198129337,6,1
2 turnovers,2.3962310198129337,6,1
pf 2008,2.3962310198129337,6,1
full speed,2.3962310198129337,6,1
247,2.3962310198129337,6,1
ian powers,2.3962310198129337,6,1
establish position,2.3962310198129337,6,1
unrefined,2.3962310198129337,6,1
notes son,2.3962310198129337,6,1
gets good,2.3962310198129337,6,1
29 2008,2.3962310198129337,6,1
159,2.3962310198129337,6,1
spin moves,2.3962310198129337,6,1
indicate,2.3962310198129337,6,1
2017 draft,2.3962310198129337,6,1
amare,2.3962310198129337,6,1
events,2.3962310198129337,6,1
big time,2.3962310198129337,6,1
montverde,2.3962310198129337,6,1
15 points,2.3962310198129337,6,1
advanced footwork,2.3962310198129337,6,1
showcase,2.3962310198129337,6,1
eybl 2022,2.3962310198129337,6,1
240 lbs,2.3962310198129337,6,1
one hand,2.3962310198129337,6,1
5 apg,2.3962310198129337,6,1
powers,2.3962310198129337,6,1
full name,2.3962310198129337,6,1
2 ft,2.276813836850927,11,2
foundation,2.276813836850927,11,2
rivals,2.276813836850927,11,2
patient,2.276813836850927,11,2
championship game,2.276813836850927,11,2
frequently,2.276813836850927,11,2
11 1,2.276813836850927,11,2
feet well,2.2344501451026666,16,3
americas championship,2.2239346064180285,37,7
strengths 6,2.2211866015698636,58,11
tomes,2.170545909469663,56,11
100,2.145269681932337,90,18
2018 shot,2.1423929649078435,20,4
gold,2.141389067646738,15,3
4 rebounds,2.1394295960403813,10,2
incredibly explosive,2.1394295960403813,10,2
state championship,2.1394295960403813,10,2
junior national,2.1394295960403813,10,2
lb,2.1394295960403813,10,2
1 16,2.1394295960403813,10,2
pretty well,2.1394295960403813,10,2
impossible,2.1394295960403813,10,2
range jump,2.1336648866929373,5,1
overall pick,2.1336648866929373,5,1
96,2.1336648866929373,5,1
perimeter game,2.1336648866929373,5,1
changes direction,2.1336648866929373,5,1
good mechanics,2.1336648866929373,5,1
13 1,2.1336648866929373,5,1
146,2.1336648866929373,5,1
game averaged,2.1336648866929373,5,1
traps,2.1336648866929373,5,1
lb frame,2.1336648866929373,5,1
122,2.1336648866929373,5,1
separates,2.1336648866929373,5,1
midrange pull,2.1336648866929373,5,1
highly effective,2.1336648866929373,5,1
rotates well,2.1336648866929373,5,1
ins,2.1336648866929373,5,1
broad shoulders,2.1336648866929373,5,1
33 0,2.1336648866929373,5,1
tomes 12,2.1336648866929373,5,1
emerged,2.1336648866929373,5,1
good passing,2.1336648866929373,5,1
nice potential,2.1336648866929373,5,1
needle,2.1336648866929373,5,1
pop situations,2.1336648866929373,5,1
dimensions,2.1336648866929373,5,1
quick reflexes,2.1336648866929373,5,1
111,2.1336648866929373,5,1
tip ins,2.1336648866929373,5,1
well gets,2.1336648866929373,5,1
receive,2.1336648866929373,5,1
finished fourth,2.1336648866929373,5,1
percentage shots,2.1336648866929373,5,1
testament,2.1336648866929373,5,1
160,2.1336648866929373,5,1
equal,2.1336648866929373,5,1
fashion,2.1336648866929373,5,1
blowing,2.1336648866929373,5,1
reasonable,2.1336648866929373,5,1
shape,2.1336648866929373,5,1
adapt,2.1336648866929373,5,1
averaged 12,2.1336648866929373,5,1
4 22,2.1336648866929373,5,1
amare stoudemire,2.1336648866929373,5,1
103,2.1336648866929373,5,1
driving ability,2.1336648866929373,5,1
montverde academy,2.1336648866929373,5,1
2 15,2.1336648866929373,5,1
5 3pt,2.1336648866929373,5,1
added intrigue,2.1336648866929373,5,1
illinois,2.1336648866929373,5,1
11 3,2.1336648866929373,5,1
americas,2.0700091686708006,38,8
u16 americas,2.068418582707716,19,4
double teams,2.04191029999215,14,3
2 assists,1.9875748870313892,9,2
wasted motion,1.9875748870313892,9,2
shows great,1.9875748870313892,9,2
pps 2008,1.9875748870313892,9,2
blocks shots,1.9875748870313892,9,2
top notch,1.9875748870313892,9,2
170,1.9875748870313892,9,2
would benefit,1.9875748870313892,9,2
length athleticism,1.9875748870313892,9,2
maintaining,1.9875748870313892,9,2
bigtime,1.9875748870313892,9,2
categories,1.9875748870313892,9,2
learned,1.9875748870313892,9,2
footed,1.9875748870313892,9,2
featured,1.9875748870313892,9,2
193,1.9875748870313892,9,2
distribute,1.9875748870313892,9,2
nike,1.9402177988517995,208,48
scout,1.9350625599100493,13,3
espn,1.9350625599100493,13,3
8 points,1.9350625599100493,13,3
u18 americas,1.9080196981236135,17,4
5 4,1.9080196981236135,17,4
4 7,1.9080196981236135,17,4
incoming,1.9080196981236135,17,4
0 6,1.880446282535754,25,6
mvp,1.8724757804411691,29,7
2018 averaged,1.8205981183204845,16,4
clip 06,1.8205981183204845,16,4
looked,1.8196660026244462,12,3
colorado,1.8196660026244462,12,3
carry,1.8196660026244462,12,3
2019 averaged,1.8196660026244462,12,3
fire,1.817838277735655,8,2
occasions,1.817838277735655,8,2
superior,1.817838277735655,8,2
5 free,1.817838277735655,8,2
1st step,1.817838277735655,8,2
arguably,1.817838277735655,8,2
13 points,1.817838277735655,8,2
passes well,1.817838277735655,8,2
rate shot,1.817838277735655,8,2
extremely long,1.817838277735655,8,2
rotates,1.817838277735655,8,2
steam,1.817838277735655,8,2
leaping skills,1.817838277735655,8,2
slightly undersized,1.817838277735655,8,2
one foot,1.817838277735655,8,2
special,1.817838277735655,8,2
candidate,1.817838277735655,8,2
load,1.817838277735655,8,2
virtually,1.817838277735655,8,2
refined,1.817838277735655,8,2
2009 2010,1.817838277735655,8,2
167,1.817838277735655,8,2
slashing ability,1.817838277735655,8,2
considerable,1.817838277735655,8,2
199,1.817838277735655,8,2
dayton,1.8124447744442538,4,1
isolate,1.8124447744442538,4,1
superstar,1.8124447744442538,4,1
emotion,1.8124447744442538,4,1
anchor,1.8124447744442538,4,1
11 4,1.8124447744442538,4,1
189 lbs,1.8124447744442538,4,1
dealing,1.8124447744442538,4,1
natural feel,1.8124447744442538,4,1
8 3pt,1.8124447744442538,4,1
462,1.8124447744442538,4,1
35 inch,1.8124447744442538,4,1
rashard,1.8124447744442538,4,1
10 2,1.8124447744442538,4,1
nearly 2,1.8124447744442538,4,1
titles,1.8124447744442538,4,1
one steal,1.8124447744442538,4,1
24 notes,1.8124447744442538,4,1
roam,1.8124447744442538,4,1
rough,1.8124447744442538,4,1
7 attempts,1.8124447744442538,4,1
powerful build,1.8124447744442538,4,1
lands,1.8124447744442538,4,1
glue,1.8124447744442538,4,1
maneuvers,1.8124447744442538,4,1
regard,1.8124447744442538,4,1
twins,1.8124447744442538,4,1
regarded,1.8124447744442538,4,1
man great,1.8124447744442538,4,1
recording,1.8124447744442538,4,1
popic 8,1.8124447744442538,4,1
nearly every,1.8124447744442538,4,1
shot 6,1.8124447744442538,4,1
comparison steve,1.8124447744442538,4,1
shot 35,1.8124447744442538,4,1
2 fg,1.8124447744442538,4,1
knee injury,1.8124447744442538,4,1
level shooter,1.8124447744442538,4,1
1 48,1.8124447744442538,4,1
tad,1.8124447744442538,4,1
shot 25,1.8124447744442538,4,1
reaching,1.8124447744442538,4,1
student,1.8124447744442538,4,1
kids,1.8124447744442538,4,1
wears,1.8124447744442538,4,1
extremely hard,1.8124447744442538,4,1
cleaning,1.8124447744442538,4,1
stoudemire skills,1.8124447744442538,4,1
2009 strengths,1.8124447744442538,4,1
solid body,1.8124447744442538,4,1
8 29,1.8124447744442538,4,1
14 points,1.8124447744442538,4,1
much bigger,1.8124447744442538,4,1
2017 good,1.8124447744442538,4,1
247sports,1.8124447744442538,4,1
220 lbs,1.8124447744442538,4,1
bust,1.8124447744442538,4,1
ambidexterity,1.8124447744442538,4,1
much offensively,1.8124447744442538,4,1
repetition,1.8124447744442538,4,1
good pull,1.8124447744442538,4,1
1 per,1.8124447744442538,4,1
matching,1.8124447744442538,4,1
nasty,1.8124447744442538,4,1
natural shot,1.8124447744442538,4,1
freak,1.8124447744442538,4,1
10 15,1.8124447744442538,4,1
impressive passes,1.8124447744442538,4,1
game comes,1.8124447744442538,4,1
2019 weaknesses,1.8124447744442538,4,1
handling needs,1.8124447744442538,4,1
predicated,1.8124447744442538,4,1
184,1.8124447744442538,4,1
1 spg,1.8124447744442538,4,1
game especially,1.8124447744442538,4,1
thread,1.8124447744442538,4,1
minicamp,1.8124447744442538,4,1
clip 12,1.8124447744442538,4,1
match ups,1.8124447744442538,4,1
consideration,1.8124447744442538,4,1
benefited,1.8124447744442538,4,1
rebounds 3,1.8124447744442538,4,1
24 2010,1.8124447744442538,4,1
dribble drive,1.8124447744442538,4,1
bounce passes,1.8124447744442538,4,1
impact games,1.8124447744442538,4,1
front court,1.8124447744442538,4,1
fiery,1.8124447744442538,4,1
uses glass,1.8124447744442538,4,1
outlet passes,1.8124447744442538,4,1
2018 finished,1.8124447744442538,4,1
153,1.8124447744442538,4,1
carlos,1.8124447744442538,4,1
set shot,1.8124447744442538,4,1
level shot,1.8124447744442538,4,1
upperbody,1.8124447744442538,4,1
clip 11,1.8124447744442538,4,1
strong defender,1.8124447744442538,4,1
3 rebounds,1.8124447744442538,4,1
established,1.8124447744442538,4,1
reasons,1.8124447744442538,4,1
totals uk,1.8124447744442538,4,1
labeled,1.8124447744442538,4,1
regular basis,1.8124447744442538,4,1
1 10,1.8124447744442538,4,1
crowded,1.8124447744442538,4,1
freshman transferred,1.8124447744442538,4,1
201,1.8124447744442538,4,1
glass hard,1.8124447744442538,4,1
mich,1.8124447744442538,4,1
powers 6,1.8124447744442538,4,1
great passer,1.8124447744442538,4,1
athleticism allows,1.8124447744442538,4,1
20 4,1.8124447744442538,4,1
1 free,1.8124447744442538,4,1
smoothness,1.8124447744442538,4,1
rush,1.8124447744442538,4,1
ankle,1.8124447744442538,4,1
legit 7,1.8124447744442538,4,1
decent rebounder,1.8124447744442538,4,1
changes directions,1.8124447744442538,4,1
volleyball,1.8124447744442538,4,1
dropping,1.8124447744442538,4,1
term prospect,1.8124447744442538,4,1
2 2008,1.8124447744442538,4,1
35 9,1.8124447744442538,4,1
four star,1.8124447744442538,4,1
college outlook,1.8124447744442538,4,1
good combination,1.8124447744442538,4,1
rim uses,1.8124447744442538,4,1
still extremely,1.8124447744442538,4,1
popic 5,1.8124447744442538,4,1
big question,1.8124447744442538,4,1
originally,1.8124447744442538,4,1
points 6,1.8124447744442538,4,1
391,1.8124447744442538,4,1
th best,1.8124447744442538,4,1
low scorer,1.8124447744442538,4,1
smarter,1.8124447744442538,4,1
ultra,1.8124447744442538,4,1
wingspan 30,1.8124447744442538,4,1
midrange shooter,1.8124447744442538,4,1
242,1.8124447744442538,4,1
4 24,1.8124447744442538,4,1
19 1,1.8124447744442538,4,1
5th year,1.8124447744442538,4,1
pronounced,1.8124447744442538,4,1
05 24,1.8124447744442538,4,1
solid strength,1.8124447744442538,4,1
contort,1.8124447744442538,4,1
12 points,1.8124447744442538,4,1
season averaging,1.8124447744442538,4,1
competes hard,1.8124447744442538,4,1
defender weaknesses,1.8124447744442538,4,1
gets great,1.8124447744442538,4,1
baby hook,1.8124447744442538,4,1
first year,1.8124447744442538,4,1
typically,1.8124447744442538,4,1
command,1.8124447744442538,4,1
2019 brand,1.8124447744442538,4,1
call,1.8124447744442538,4,1
combines,1.8124447744442538,4,1
235,1.8124447744442538,4,1
chest,1.8124447744442538,4,1
rim plays,1.8124447744442538,4,1
rd best,1.8124447744442538,4,1
11 8,1.8124447744442538,4,1
pf 2007,1.8124447744442538,4,1
14 4,1.8124447744442538,4,1
5 star,1.8124447744442538,4,1
solid playmaker,1.8124447744442538,4,1
good versatility,1.8124447744442538,4,1
defense needs,1.8124447744442538,4,1
2 3pt,1.8124447744442538,4,1
frontcourt player,1.8124447744442538,4,1
seem,1.7471969387582735,19,5
throws per,1.7471969387582735,19,5
possession,1.727537040864556,15,4
position averaged,1.727537040864556,15,4
highest,1.727537040864556,15,4
2014 usa,1.727537040864556,15,4
world cup,1.6971168943798691,44,12
cup,1.6971168943798691,44,12
point forward,1.694232574305376,11,3
past year,1.694232574305376,11,3
1 fg,1.694232574305376,11,3
uk,1.669224841168706,18,5
terms,1.6289703979169676,21,6
vocal,1.6289703979169676,21,6
averaged 3,1.6280582732099678,14,4
conditioning,1.6280582732099678,14,4
hits,1.6280582732099678,14,4
3 ft,1.6254387335422926,7,2
good mobility,1.6254387335422926,7,2
thick,1.6254387335422926,7,2
big hands,1.6254387335422926,7,2
rebounding ability,1.6254387335422926,7,2
hgt w,1.6254387335422926,7,2
isolation situations,1.6254387335422926,7,2
campus,1.6254387335422926,7,2
2013 14,1.6254387335422926,7,2
finished second,1.6254387335422926,7,2
measured 7,1.6254387335422926,7,2
four man,1.6254387335422926,7,2
size advantage,1.6254387335422926,7,2
tenacity,1.6254387335422926,7,2
unlike,1.6254387335422926,7,2
website,1.6254387335422926,7,2
2011 lebron,1.6254387335422926,7,2
excellent hands,1.6254387335422926,7,2
tool,1.6254387335422926,7,2
unproven,1.6254387335422926,7,2
letting,1.6254387335422926,7,2
tip,1.6254387335422926,7,2
game without,1.6254387335422926,7,2
causing,1.6254387335422926,7,2
assist turnover,1.6254387335422926,7,2
4 3pt,1.6254387335422926,7,2
victory,1.6254387335422926,7,2
9 fg,1.6254387335422926,7,2
clip 05,1.6254387335422926,7,2
shows nice,1.6254387335422926,7,2
2019 nike,1.6254387335422926,7,2
img,1.6254387335422926,7,2
fsu,1.6254387335422926,7,2
averaged 16,1.6254387335422926,7,2
pergame,1.5867980541741709,17,5
needs work,1.5867980541741709,17,5
recover,1.5568483334948304,10,3
commit,1.5568483334948304,10,3
april,1.5568483334948304,10,3
said,1.5568483334948304,10,3
7 3pt,1.5568483334948304,10,3
notch,1.5568483334948304,10,3
114,1.5568483334948304,10,3
towards,1.5568483334948304,10,3
9 8,1.5568483334948304,10,3
unnecessary,1.5568483334948304,10,3
world,1.5390091166325952,46,14
good body,1.522555565087826,26,8
board,1.5212105331278671,13,4
national team,1.5212105331278671,13,4
61,1.5212105331278671,13,4
catches,1.4993764743710418,16,5
mobility,1.4505620008152427,34,11
averaged 1,1.4416985434701353,43,14
usa,1.4416985434701353,43,14
9 0,1.4078151758635453,45,15
fr,1.4072564121635462,27,9
shooter shot,1.4069076671639902,21,7
draws fouls,1.4063153969151134,15,5
good hands,1.4063153969151134,15,5
2015 nike,1.405813975842264,12,4
fade,1.405813975842264,12,4
4 4,1.405813975842264,12,4
posting,1.405813975842264,12,4
2023 24,1.405813975842264,12,4
outlook incoming,1.405813975842264,12,4
05,1.4049936244858383,9,3
mini,1.4049936244858383,9,3
lottery pick,1.4049936244858383,9,3
current,1.4049936244858383,9,3
jump hook,1.4049936244858383,9,3
4 blocks,1.4049936244858383,9,3
oriented,1.4049936244858383,9,3
aau,1.4049936244858383,9,3
2022 23,1.4049936244858383,9,3
second jump,1.4049936244858383,9,3
reputation,1.4049936244858383,9,3
top 5,1.4049936244858383,9,3
essential,1.4049936244858383,9,3
great defensive,1.4049936244858383,9,3
5 games,1.403377534543207,6,2
img academy,1.403377534543207,6,2
weighed,1.403377534543207,6,2
lead scout,1.403377534543207,6,2
tone,1.403377534543207,6,2
step backs,1.403377534543207,6,2
move well,1.403377534543207,6,2
elite quickness,1.403377534543207,6,2
weaknesses although,1.403377534543207,6,2
jump hooks,1.403377534543207,6,2
9 25,1.403377534543207,6,2
hooprospects,1.403377534543207,6,2
assertive,1.403377534543207,6,2
college coaches,1.403377534543207,6,2
man skills,1.403377534543207,6,2
wing good,1.403377534543207,6,2
please check,1.403377534543207,6,2
service,1.403377534543207,6,2
09 youtube,1.403377534543207,6,2
split,1.403377534543207,6,2
7 standing,1.403377534543207,6,2
week,1.403377534543207,6,2
essential tool,1.403377534543207,6,2
please,1.403377534543207,6,2
tomes 11,1.403377534543207,6,2
activity level,1.403377534543207,6,2
could potentially,1.403377534543207,6,2
scout contributor,1.403377534543207,6,2
found,1.403377534543207,6,2
roy,1.403377534543207,6,2
15 7,1.403377534543207,6,2
p,1.403377534543207,6,2
moving without,1.403377534543207,6,2
97,1.403377534543207,6,2
physical specimen,1.403377534543207,6,2
129,1.403377534543207,6,2
leg,1.403377534543207,6,2
utah,1.403377534543207,6,2
weaknesses despite,1.403377534543207,6,2
1 14,1.403377534543207,6,2
physical attributes,1.403377534543207,6,2
well good,1.403377534543207,6,2
position good,1.403377534543207,6,2
steve,1.403377534543207,6,2
shot 5,1.403377534543207,6,2
hooprospects com,1.403377534543207,6,2
way player,1.403377534543207,6,2
website scouting,1.403377534543207,6,2
college 3,1.403377534543207,6,2
fade away,1.403377534543207,6,2
bottom,1.403377534543207,6,2
9 6,1.403377534543207,6,2
110,1.403377534543207,6,2
makings,1.403377534543207,6,2
net please,1.403377534543207,6,2
shots per,1.403377534543207,6,2
service hooprospects,1.403377534543207,6,2
without scoring,1.403377534543207,6,2
226,1.403377534543207,6,2
scouting service,1.403377534543207,6,2
well defensively,1.403377534543207,6,2
premium website,1.403377534543207,6,2
nike big,1.403377534543207,6,2
highly efficient,1.403377534543207,6,2
164,1.403377534543207,6,2
freshman scored,1.403377534543207,6,2
plan,1.403377534543207,6,2
2 1,1.3675934442470528,70,24
fga,1.3631021751843306,32,11
pps,1.3584803225219861,29,10
2018,1.3543993473550469,130,45
u19 world,1.3528174239850603,26,9
48,1.3528174239850603,26,9
06,1.3365409253580989,20,7
62,1.3365409253580989,20,7
plays well,1.3365409253580989,20,7
53,1.3365409253580989,20,7
u19,1.3251270406094307,34,12
goes,1.3251270406094307,34,12
3 7,1.3242303893268463,17,6
64,1.3242303893268463,17,6
clean,1.3242303893268463,17,6
brand,1.3173012761605492,31,11
season team,1.3085197041477024,56,20
stl blk,1.3085197041477024,56,20
blk pf,1.3085197041477024,56,20
ft 3p,1.307860262594664,28,10
tot ast,1.307860262594664,28,10
team gp,1.307860262594664,28,10
pf fg,1.307860262594664,28,10
fg fga,1.307860262594664,28,10
fta 3pm,1.307860262594664,28,10
3pm,1.307860262594664,28,10
pts reb,1.307860262594664,28,10
reb ast,1.307860262594664,28,10
3pm 3pa,1.307860262594664,28,10
3p pps,1.307860262594664,28,10
def tot,1.307860262594664,28,10
tot,1.307860262594664,28,10
3pa pts,1.307860262594664,28,10
fga ftm,1.307860262594664,28,10
gp min,1.307860262594664,28,10
min pts,1.307860262594664,28,10
min fg,1.307860262594664,28,10
def,1.307860262594664,28,10
team min,1.307860262594664,28,10
pull ups,1.3068366292605251,14,5
reliable free,1.3068366292605251,14,5
good rate,1.3068366292605251,14,5
level athlete,1.3068366292605251,14,5
good timing,1.3068366292605251,14,5
nibc,1.3068366292605251,14,5
school career,1.3068366292605251,14,5
soft hands,1.3068366292605251,14,5
rely,1.3068366292605251,14,5
utilize,1.296244334706186,25,9
1 2,1.2944752234728867,61,22
possessions,1.280380547523194,11,4
230,1.280380547523194,11,4
5 fg,1.280380547523194,11,4
weaknesses still,1.280380547523194,11,4
matchup,1.280380547523194,11,4
84,1.280380547523194,11,4
progress,1.2554001713209537,27,10
7 2,1.2380257554021679,48,18
good touch,1.2373629333344365,24,9
expand,1.2373629333344365,24,9
u18,1.2373629333344365,24,9
brand classic,1.2373629333344365,24,9
changes,1.2373629333344365,24,9
skill level,1.2368088095237173,16,6
slashing,1.2368088095237173,16,6
proven,1.2368088095237173,16,6
stretches,1.2368088095237173,16,6
9 7,1.2352570151901041,8,3
lazy,1.2352570151901041,8,3
spends,1.2352570151901041,8,3
breaking,1.2352570151901041,8,3
length 7,1.2352570151901041,8,3
backcourt,1.2352570151901041,8,3
entry,1.2352570151901041,8,3
help defense,1.2352570151901041,8,3
europe,1.2352570151901041,8,3
signs,1.2352570151901041,8,3
3 fg,1.2352570151901041,8,3
great touch,1.2352570151901041,8,3
162,1.2352570151901041,8,3
maximize,1.2352570151901041,8,3
damage,1.2352570151901041,8,3
reflexes,1.2352570151901041,8,3
sustain,1.2352570151901041,8,3
specimen,1.2352570151901041,8,3
changes speed,1.2352570151901041,8,3
couple,1.2352570151901041,8,3
stl,1.2065055540494782,60,23
draws,1.2009611831424678,26,10
1st,1.2009611831424678,26,10
40 minutes,1.2009611831424678,26,10
2019 good,1.1999888891784245,13,5
7 7,1.1999888891784245,13,5
7 6,1.1999888891784245,13,5
turning,1.1999888891784245,13,5
2009 10,1.1949035122662242,44,17
2017,1.1889160347023768,67,26
blk,1.1822503317575475,59,23
match,1.1759767660025684,23,9
fg ft,1.170474489923949,28,11
ftm fta,1.170474489923949,28,11
gp,1.170474489923949,28,11
3 2,1.170474489923949,28,11
ftm,1.170474489923949,28,11
combination,1.1638663930069661,38,15
soft,1.1600521257398437,48,19
per 40,1.1443880938635935,25,10
dribbling,1.144139849384274,20,8
keeping,1.144139849384274,20,8
attention,1.144139849384274,20,8
catching,1.143747732067789,15,6
results,1.143747732067789,15,6
open man,1.143747732067789,15,6
could become,1.143747732067789,15,6
directions,1.1429963067126483,10,4
blocked,1.1429963067126483,10,4
clip 3,1.1429963067126483,10,4
balanced,1.1429963067126483,10,4
upright,1.1429963067126483,10,4
fourth,1.1429963067126483,10,4
5 assists,1.1429963067126483,10,4
baby,1.1429963067126483,10,4
great body,1.1429963067126483,10,4
pushes,1.1429963067126483,10,4
solid shooting,1.1429963067126483,10,4
5 steals,1.1429963067126483,10,4
broad,1.1408114014232105,5,2
affect,1.1408114014232105,5,2
great elevation,1.1408114014232105,5,2
defends well,1.1408114014232105,5,2
peers,1.1408114014232105,5,2
